p
971
idx PDG vx vy vz vt px py pz
731 2112 -118.765 -100.968 1535 15.783 -35.0399 -15.4242 362.762
732 22 76.0954 -239.712 1535 86.7132 -0.0031118 -0.0254403 0.0994348
733 22 121.239 -181.715 1535 86.1231 0.0309918 -0.0381556 0.238491
734 22 -246.878 73.3374 1535 129.481 -0.0525584 0.280664 1.01139
735 22 269.182 -252.395 1535 4433.96 1.31085 -0.242684 4.23993
736 2112 -288.429 134 1535 15.5215 -66.146 25.1083 371.106
737 22 243.485 167.739 1535 9.45008 1.04732 0.674574 9.91472
738 22 -164.173 151.36 1535 7.18892 -0.968187 0.847644 7.0416
739 2112 -292.994 81.6661 1535 32.9579 -21.9057 4.76263 154.705
740 22 52.0126 159.003 1535 6.76397 -0.0817503 0.168982 2.09863
741 22 -17.6855 186.408 1535 6.82658 0.0883531 0.650032 5.28469
742 22 178.869 145.494 1535 6.9246 0.965879 0.884808 7.89593
743 22 -143.233 191.148 1535 6.84503 -0.887572 0.849262 7.77323
744 2112 -41.7365 204.331 1535 19.1925 -12.2581 45.3056 285.406
745 22 86.4802 -222.953 1535 1828.05 0.00723585 -0.0112301 0.0444932
746 2112 -109.85 4.50779 1535 18.1737 -25.809 -0.987901 302.83
747 2112 -226.92 228.41 1535 20.8776 -21.8721 35.1347 262.004
748 22 174.102 -249.083 1535 6.43978 0.702332 -0.897926 5.18633
749 2112 181.232 -183.905 1535 16.0265 46.3826 -46.135 355.883
750 22 -1.13035 14.8097 1535 7.02558 0.0896969 0.0838336 9.814
751 2112 30.3245 -53.514 1535 17.5929 5.13569 -12.1702 315.113
752 22 -186.055 -94.1346 1535 369.346 -0.0192156 -0.0252574 0.153382
753 22 23.3215 -238.541 1535 7.0515 0.0175795 -0.32159 1.7209
754 2112 122.977 -130.62 1535 19.9391 23.7801 -30.4218 273.361
755 22 53.3108 -63.2895 1535 6.85625 0.326821 -0.341799 3.69631
756 22 193.932 -86.0991 1535 6.93045 0.677667 -0.230079 4.40481
757 2112 -231.502 -242.06 1535 16.851 -49.6961 -56.9609 334.596
758 22 181.907 -19.2015 1535 377.939 0.845563 0.20729 4.356
759 22 1.63321 -90.7125 1535 6.35203 -0.290232 -0.52767 7.31472
760 22 -54.9329 -22.8173 1535 7.03428 -0.128745 0.130015 1.41326
761 22 -77.4295 -267.151 1535 7.32742 -0.0525835 -0.378347 2.39934
762 22 29.0465 66.5897 1535 134.013 -0.25809 1.0888 4.30191
763 22 67.7641 -229.508 1535 307.81 0.0203428 -0.0393441 0.161196
764 2112 206.021 294.577 1535 69.1601 4.67471 9.52414 80.1622
765 2112 244.894 -166.154 1535 17.6882 48.3734 -33.9123 313.658
766 22 37.3235 -94.2325 1535 474.666 -0.222021 0.0734875 4.4366
767 22 -223.731 -264.284 1535 146.419 -0.0172478 -0.00765129 0.175565
768 22 32.9219 192.61 1535 6.90084 0.00139138 0.0011398 0.096672
769 22 -155.359 -285.741 1535 7.27215 -0.00695683 -0.0178182 0.11561
770 2112 25.26 -40.1386 1535 24.454 5.45295 -6.76093 215.524
771 2112 -56.1804 -217.766 1535 20.2995 -11.2195 -43.3392 265.044
772 2112 -204.9 -46.9422 1535 35.9371 -25.0527 -4.60526 139.045
773 22 6.66587 -135.359 1535 399.647 0.0247931 -0.0887492 0.502622
774 22 153.844 -122.421 1535 547.018 0.337258 -0.587651 4.77692
775 22 170.387 -285.324 1535 7.11956 0.630718 -0.672458 4.50948
776 22 -244.507 -92.7732 1535 6.62021 -0.781003 -0.371263 4.45818
777 2112 -115.361 159.208 1535 23.9163 -21.0954 38.7376 218.335
778 22 260.605 -278.29 1535 228.636 1.65774 -1.24732 4.3573
779 22 -38.7505 243.336 1535 137.893 -0.0418285 1.30401 4.25017
780 2112 247.219 70.3053 1535 25.1926 37.2474 12.4202 206.943
781 2112 38.4622 -111.462 1535 34.5697 4.73205 -11.6103 144.569
782 22 63.5564 8.3219 1535 12.5894 0.389601 -0.531268 9.78766
783 2112 -235.925 -148.296 1535 23.615 -51.3806 -11.6277 222.522
784 2112 -35.8019 -240.71 1535 60.0043 -5.26911 -14.63 80.1238
785 2112 138.657 96.3909 1535 16.2315 26.7897 6.21733 354.961
786 22 -88.5576 -223.84 1535 7.02656 -0.0156132 -0.0968805 0.533207
787 22 219.003 190.303 1535 6.68447 0.105397 0.507068 1.89689
788 22 161.619 -281.078 1535 778.816 0.0952793 -0.291763 1.61295
789 22 58.6009 94.0979 1535 7.45118 -0.00750191 -0.00430769 0.28264
790 22 -197.656 -113.026 1535 6.76946 -0.176394 0.176939 1.62374
791 22 94.9747 98.913 1535 6.87665 0.303887 0.322632 5.93889
792 2112 -14.0259 -86.3173 1535 26.8368 -9.62949 -4.34765 193.124
793 11 114.703 -246.229 1535 383.115 0.318812 -0.304433 1.8473
794 22 38.0338 50.6718 1535 10.0475 0.00359075 0.0466322 0.227119
795 22 52.9553 12.8496 1535 7.21438 0.0201144 0.00418633 0.10824
796 22 -37.7954 97.8128 1535 6.48729 -0.135825 0.198997 2.27902
797 22 246.446 -47.0107 1535 5797.25 0.37771 -0.0750466 2.18945
798 22 -273.887 -32.1303 1535 1027.04 -0.0882584 0.0256457 0.231443
799 2112 -231.09 -238.02 1535 18.6971 -98.3734 -27.2562 298.294
800 2112 116.763 194.422 1535 43.2659 9.13678 18.2317 114.032
801 2112 31.5912 143.133 1535 20.492 25.4691 32.5976 262.947
802 22 298.538 266.985 1535 8.04354 2.11434 2.02026 8.8012
803 22 -61.5572 -128.259 1535 77.5056 0.957151 0.60166 4.69042
804 22 -245.49 283.472 1535 7.26016 -0.627418 0.836367 4.17392
805 22 -88.4473 211.288 1535 361.633 -0.192417 0.586182 2.09318
806 2112 -17.0791 -251.341 1535 19.5512 1.72073 -50.4205 278.437
807 2112 105.392 -148.384 1535 18.4099 19.1565 -23.1831 299.663
808 2112 131.726 -288.93 1535 22.1075 10.4205 -43.706 242.775
809 22 -125.951 75.2791 1535 6.98228 -0.125952 -0.0172357 0.574227
810 2112 212.116 -214.217 1535 24.3079 28.314 -17.6928 227.022
811 2112 161.426 22.7139 1535 17.9149 26.5157 16.1964 309.155
812 22 258.779 -276.819 1535 8.44904 0.00419706 -0.0218453 0.0907588
813 22 -14.7395 -266.135 1535 7.03026 -0.128039 -1.08682 6.76181
814 22 116.672 111.188 1535 9.54792 -0.00112281 -0.00189915 0.0379146
815 22 172.883 -171.276 1535 9768.32 0.00709204 -0.177734 2.17495
816 22 -55.2203 -277.215 1535 55.7776 0.0887029 -0.244302 2.16746
817 22 189.524 -101.859 1535 7.39438 -0.00540009 -0.0198407 0.183415
818 2112 90.191 -171.929 1535 32.5045 10.7049 -16.1711 157.587
819 22 -109.264 6.89747 1535 34.1754 -0.0163067 0.00536268 0.102405
820 2112 -13.5697 4.8512 1535 18.7128 -12.6364 13.1049 293.887
821 22 54.3771 247.713 1535 39.0421 0.0331518 0.0565424 0.232544
822 22 -291.751 -166.703 1535 10.4411 -0.0134138 -0.00216656 0.0347065
823 22 240.559 -127.908 1535 8.76672 -7.32332e-05 -0.0133563 0.140402
824 22 285.444 122.855 1535 172.751 0.133673 0.123835 0.477406
825 22 -162.824 -230.31 1535 6.83156 -0.324934 -0.353882 2.92306
826 22 -173.953 235.849 1535 6.96175 -0.439329 0.546216 3.31779
827 22 -214.151 -194.998 1535 7.33218 0.00703135 -0.00243531 0.172482
828 2112 31.8439 75.0192 1535 20.5709 6.72495 20.5552 260.904
829 22 -114.722 -197.166 1535 6.97602 -0.178189 -0.676564 5.36002
830 2112 57.5742 -72.4553 1535 16.2368 13.8102 -9.02605 349.12
831 22 -161.927 268.996 1535 8.46599 -0.00217242 0.00376054 0.109663
832 22 204.789 116.591 1535 7.89235 0.0254278 -0.00166827 0.170139
833 2112 218.923 182.549 1535 36.7333 14.745 26.3132 139.016
834 2112 218.517 -239.378 1535 17.1237 56.7138 -54.3637 328.147
835 2112 -269.059 -148.063 1535 21.6318 -30.3262 -15.8751 249.306
836 22 -177.186 37.8068 1535 28.6463 -0.087492 0.00918226 0.517618
837 2112 120.045 -184.857 1535 34.5283 12.9234 -14.3594 145.699
838 2112 231.497 -158.397 1535 62.663 12.2174 -7.31169 69.6124
839 22 -218.217 65.7642 1535 6.94898 -1.40559 0.112696 9.21762
840 22 -18.0219 -118.344 1535 6.94017 -0.0263861 -0.120183 2.5284
841 22 -222.257 -178.923 1535 1390.08 -0.0228725 -0.00915964 0.232398
842 22 6.31906 -196.281 1535 8.03442 -0.289084 -0.970709 6.00235
843 2112 -189.606 -240.759 1535 30.8143 -12.1549 -15.9865 168.539
844 22 -61.5903 -35.9972 1535 6.70096 -0.210775 -0.00123185 7.18449
845 2112 -138.114 -180.845 1535 16.9233 -28.4668 -41.918 332.551
846 22 -209.494 149.404 1535 8.70241 -0.400634 0.228222 2.89809
847 2112 -134.54 277.408 1535 2212.23 -0.100579 0.178185 2.26953
848 22 -243.024 93.1979 1535 7.19038 -1.10171 0.418585 6.02846
849 2112 -61.9011 189.684 1535 15.976 -45.6004 45.7011 362.721
850 22 -167.279 152.226 1535 7.79228 -0.0219396 0.00728061 0.0898647
851 22 -125.438 -57.2286 1535 6.72335 -0.0538275 -0.0115425 0.56427
852 22 -160.409 12.4274 1535 7.03085 -0.638421 0.0154954 4.45239
853 22 0.593119 278.648 1535 6.82578 -0.0367263 1.0089 5.05653
854 22 -188.832 -227.758 1535 6621.39 -0.119511 -0.594776 2.09618
855 22 144.068 -173.892 1535 7.45412 0.0146342 -0.0341483 0.168346
856 2112 190.442 -241.009 1535 23.4416 26.0444 -22.0566 228.47
857 2112 -33.6346 -88.2662 1535 16.9587 -12.442 -44.2029 336.752
858 2112 -122.651 -246.56 1535 28.9108 -24.2807 -24.9769 177.628
859 22 28.9588 -140.913 1535 7.04533 0.0169874 -0.00268755 1.70145
860 22 -103.098 -214.018 1535 466.654 -1.13832 -0.460668 4.66765
861 22 163.876 -86.0692 1535 6.81481 0.543093 -0.281719 5.06115
862 22 57.3383 219.471 1535 7.20771 0.0575734 0.288276 1.76393
863 2112 208.036 -280.285 1535 20.8285 25.1649 -71.6783 265.135
864 2112 133.722 -18.0528 1535 3815.86 0.116995 -0.0573502 0.923099
865 2112 -132.771 -206.082 1535 19.1791 -15.4153 -48.7286 285.473
866 2112 -109.818 78.275 1535 17.5078 -20.0827 14.3583 317.993
867 22 120.386 221.979 1535 10.1456 0.00197569 0.01736 0.0540228
868 22 98.8476 -136.09 1535 8.10606 0.00270718 -0.00524028 0.0523496
869 2112 -59.8375 167.357 1535 36.6576 5.0791 10.6481 139.372
870 2112 85.4715 29.8761 1535 215.393 -0.831072 -14.252 28.2835
871 22 -102.684 -185.228 1535 6.97967 -0.613336 -1.06627 8.72442
872 2112 -194.096 32.6643 1535 18.2883 -24.5545 -2.62467 305.883
873 22 70.852 166.969 1535 8.27286 -0.000991818 0.00122566 0.0463976
874 22 -177.334 -129.309 1535 7.02944 -1.08374 -0.863401 8.51074
875 2112 -257.929 5.17711 1535 16.0824 -51.8185 -7.51513 358.121
876 22 -124.855 -187.073 1535 676.653 0.00866824 -0.13597 0.520284
877 22 -299.274 -105.817 1535 7.07004 -0.903539 -0.0953518 2.85563
878 22 -165.989 46.3553 1535 118.973 -0.0678664 -0.02935 2.18108
879 22 -139.444 65.7323 1535 6106.35 -0.266929 0.18804 2.15765
880 2112 -98.0537 255.652 1535 31.746 -23.3917 26.2779 165.312
881 2112 -70.4728 9.93739 1535 31.2413 -10.8657 7.10694 161.876
882 22 -233.564 -237.934 1535 6.95809 -0.975948 -0.956972 5.65827
883 2112 -109.58 223.472 1535 17.232 -28.9007 38.8663 324.492
884 2112 164.784 262.991 1535 25.1844 26.2529 48.5939 207.782
885 2112 55.7102 -88.0064 1535 20.8237 2.37497 1.1508 258.703
886 22 -193.173 -184.656 1535 6.90248 -0.251361 -0.245463 2.02757
887 22 -26.0512 72.6596 1535 6.81334 -0.0708168 0.265367 5.9216
888 2112 290.509 113.305 1225.5 25276.9 0.145726 -0.0221165 0.0168806
889 22 188.684 -23.3718 1535 718.49 0.167852 -0.0154134 0.644081
890 2112 93.0389 -176.227 1535 20.1026 -14.3882 -30.4702 272.394
891 2112 290.511 146.535 1535 17.6487 53.843 37.7033 316.044
892 2112 190.923 -106.961 1535 35.061 12.5294 4.33691 128.832
893 22 170.362 290.257 1535 59.8263 0.268631 0.285433 1.08776
894 2112 23.1292 125.847 1535 19.174 4.68379 31.2635 284.627
895 22 107.606 -140.865 1535 677.006 -0.155676 0.0323926 2.17652
896 22 -167.241 283.551 1535 6.44389 -0.456539 0.671606 3.46285
897 22 207.199 148.366 1535 8.45138 0.0183047 0.0318826 0.10159
898 22 240.266 -182.633 1535 6.86753 0.94252 -0.616744 4.96077
899 22 60.688 21.7446 1535 6.71652 0.0368379 -0.00167416 1.3901
900 2112 77.3943 239.256 1535 16.2963 -6.27468 53.6855 350.925
901 2112 295.539 289.558 1535 20.5468 66.0645 55.3035 260.425
902 22 -205.741 103.001 1535 6.96946 -0.369406 0.17913 2.6105
903 2112 1.95685 168.365 1535 57.7247 2.21932 13.4498 71.3058
904 22 -286.976 284.56 1535 9035.69 -0.467843 0.366034 2.14223
905 2112 215.344 254.626 1535 17.6437 44.16 59.2247 315.463
906 2112 -234.371 -191.972 1535 22.5799 -40.3366 -35.1175 235.451
907 2112 98.7231 85.3379 1535 18.4653 49.0517 3.55899 299.597
908 22 218.716 -275.976 1535 7.13839 0.00132225 -0.00537033 0.0173795
909 22 48.9088 193.946 1535 561.851 0.0133617 0.0518771 0.216452
910 22 -188.974 267.528 1535 562.387 -0.0183434 0.0354537 0.117939
911 22 -157.922 -106.756 1535 8.69992 -0.00631797 -0.00450265 0.0447518
912 2112 -69.8519 55.5244 1535 18.2103 -20.12 6.9218 303.775
913 22 -295.894 275.108 1535 7.04256 -1.09143 0.835871 5.12503
914 2212 144.084 -137.443 1535 19.8378 10.5081 -12.8211 266.097
915 11 155.469 291.214 1535 7.76703 0.584099 -0.237373 1.19182
916 2112 -233.374 3.30589 1535 22.1216 -8.27693 -3.43806 249.05
917 22 -46.4269 -264.187 1535 6.99551 -0.136281 -0.90742 5.18447
918 22 -267.899 -27.2714 1535 6.97156 -1.35991 0.0597848 6.87286
919 22 -31.8894 40.8672 1535 7.61943 -0.0044549 0.0147486 0.161191
920 2112 -256.306 -162.19 1535 58.4685 -12.6248 -1.18827 72.6781
921 22 -245.601 -81.5606 1535 6.82056 -0.00650198 -0.00592082 0.15581
922 22 70.7875 -10.292 1535 6.30464 0.0185681 -0.0560609 2.56669
923 2112 -53.9439 -34.4038 1535 22.5884 -14.493 -11.9847 242.058
924 22 242.632 -6.20564 1535 54.851 1.11012 -0.181725 4.69426
925 2112 153.324 -83.3646 1535 19.4523 36.1958 -26.3667 278.585
926 2112 -71.9614 -21.7938 1535 17.3514 -16.617 -1.72101 321.818
927 2112 31.8505 21.4255 1535 22.1173 4.07236 0.566934 240.206
928 22 285.913 213.087 1535 6.88274 0.830068 0.483127 4.0114
929 2112 201.446 -186.457 1535 16.916 41.2014 -43.6378 332.172
930 22 -134.048 14.6907 1535 579.63 -0.38298 0.0435333 2.14789
931 22 135.754 163.282 1535 969.335 0.0107933 0.011891 0.0816885
932 22 106.533 -243.936 1535 1765.22 0.613744 -0.705562 4.34299
933 22 -241.262 -297.067 1535 152.224 -0.913179 -1.35293 4.135
934 22 125.011 193.32 1535 8.86828 0.299658 0.206217 2.72719
935 2112 -168.016 -205.548 1535 22.3732 -33.625 -34.1495 238.55
936 22 254.941 254.753 1535 428.555 0.129997 0.109509 0.481901
937 2112 67.0779 -216.9 1535 121.783 0.101484 -1.34281 33.1124
938 22 5.13691 55.3691 1535 6.71116 -0.0626465 0.224977 3.79848
939 22 -84.1097 -265.879 1535 287.456 -0.0095196 -0.0151702 0.0611748
940 22 98.7525 219.075 1535 7.4647 -0.0191895 0.213667 0.676812
941 22 116.1 56.4701 1535 148.608 0.457204 -0.1127 4.80331
942 22 -255.517 219.508 1535 7.75633 -0.0147732 0.00688196 0.099493
943 22 -218.32 -17.0602 1535 13.1829 -0.870907 -0.322264 4.83097
944 22 7.12258 142.119 1535 7.80899 0.00535978 0.00406558 0.037563
945 2112 -0.968866 -77.1485 1535 17.9439 -2.60579 -2.49148 309.765
946 22 -82.6605 -214.779 1535 6.96697 -0.652102 -1.0004 8.33588
947 22 -277.597 -240.794 1535 7.58195 -0.55301 -0.241956 2.04859
948 22 -21.7243 -179.338 1535 6.83865 -0.143318 -0.20686 2.8604
949 2112 -159.593 -50.0619 1535 24.5449 1.77958 26.5146 216.553
950 2112 121.755 -119.573 1535 23.1212 20.3982 -21.2747 227.722
951 2112 180.071 -241.255 1535 20.5762 42.7185 -37.0734 262.625
952 22 0.265391 -35.2373 1535 6.46126 -0.260117 -0.491979 9.72573
953 2112 -289.524 68.9853 1535 15.3359 -64.8687 20.977 377.08
954 2112 204.498 80.2047 1535 17.8101 49.3665 20.3012 312.611
955 22 -150.319 -92.0194 1535 8.26605 -0.0329808 0.0135912 0.201995
956 22 95.5867 108.679 1535 6.7529 0.553156 0.634086 6.75741
957 2112 -168.684 -109.698 1535 17.8108 -55.4628 46.7958 325.444
958 2112 -73.0322 11.7044 1535 20.2253 -24.1904 6.29916 271.155
959 2112 150.379 93.8001 1535 19.3755 35.2049 21.7317 281.795
960 22 68.394 163.416 1535 6.83999 0.0664482 0.248705 2.78422
961 2112 -243.283 -39.5671 1535 19.2077 -48.9327 -10.586 283.995
962 11 -129.715 -159.897 1535 7.19282 -0.913368 -0.155383 2.29168
963 2112 55.0566 73.9107 1535 24.0182 4.54325 6.68885 218.225
964 11 47.9247 124.36 1535 493.947 -0.349904 0.690823 1.78874
965 2112 -270.789 225.599 1535 65.5148 -28.4959 27.0132 61.8202
966 22 -175.023 -62.99 1535 7.0317 -0.48891 0.0474188 3.46279
967 22 257.333 92.2469 1535 130.499 0.415364 0.329042 2.83937
968 22 181.304 -28.1558 1535 8.69755 0.00166131 0.00999753 0.070226
969 22 51.2411 205.577 1535 7.03102 -0.00763217 0.419286 3.18132
970 2112 -101.913 278.877 1535 18.2647 -44.1857 55.6655 304.101
